id;modello;prezzo;immagini;tipo_collo;corpo;tastiera;tasti;numero_tasti;ponte;spazio_stringa;pickup_manico;pickup_ponte;accordatura;corde;calibro_corde;noce;colore_ferramenta;scala;larghezza_dado;larghezza_24_tasti;spessore_1_fret;spessore_12_fret;raggio;custodia;caratteristiche;descrizione
5;Explorer 80s Silverburst;920;immagini/gibson-explorer-80s-silverburst.jpg;SlimTaper in Mogano;Mogano massello;Palissandro indiano;Medium Jumbo;22;Alluminio Nashville Tune-O-Matic con cordiera Stop Bar;10,5 mm;80s Tribute (H) passivo/Alnico 5;80s Tribute (H) passivo/Alnico 5;1E,2B,3G,4D,5A,6E;Gibson Brite Wires;.010/.013/.017/.026/.036/.046;Graph Tech®;Nichel;628,65 mm / 24,75";43,05 mm;57,4 mm;20,5 mm;22,5 mm;304,8mmR (12");Custodia rigida Gibson inclusa;"Corpo in mogano. Pickup Gibson 80s Tribute. Manico SlimTaper. Finitura Silverburst alla nitrocellulosa. Meccaniche Grover Rotomatic. Cablaggio manuale con condensatori Orange Drop. Hardware in nichel.";"La Gibson Explorer 80s è basata sul popolare modello del 1984. Caratterizzata dalla mitica finitura Silverburst, monta i nuovi pickup 80s Tribute, progettati per catturare con precisione il suono ad alto output e la ricchezza armonica dei pickup originali di quel decennio. La costruzione in mogano massello e il manico veloce la rendono perfetta per il metal e l'hard rock classico."
